mã chứng khoán,năm báo cáo,kỳ báo cáo,lợi nhuận từ các hoạt động khác,lợi nhuận hoạt động trước thay đổi vốn lưu động,luồng tiền từ hoạt động kinh doanh trước thuế TNDN,chi từ quỹ dự phòng,chi mua tài sản cố định,lãi từ cổ tức,luồng tiền thuần từ hoạt động đầu tư,tăng vốn điều lệ,luồng tiền thuần từ hoạt động tài chính,tăng/giảm thuần tiền và tương đương tiền,tiền và tương đương tiền đầu kỳ,điều chỉnh chênh lệch tỷ giá,tiền và tương đương tiền cuối kỳ,luồng tiền thuần từ hoạt động kinh doanh,thu từ thanh lý tài sản cố định,đầu tư vào các đơn vị khác,thu từ thoái vốn ở các đơn vị khác,chi trả cổ tức,khấu hao và phân bổ,"cho vay, mua công cụ nợ","thu hồi khoản cho vay, bán công cụ nợ",chi mua lại cổ phiếu,thu từ vay nợ,trả nợ gốc vay,thanh toán gốc thuê tài chính,lợi nhuận/lỗ trước thuế,dự phòng rủi ro tín dụng,lãi/lỗ tỷ giá chưa thực hiện,lãi/lỗ từ hoạt động đầu tư,chi phí lãi vay,tăng/giảm khoản phải thu,tăng/giảm hàng tồn kho,tăng/giảm khoản phải trả,tăng/giảm chi phí trả trước,lãi vay đã trả,thuế TNDN đã nộp,các khoản thu khác từ hoạt động kinh doanh,các khoản chi khác từ hoạt động kinh doanh,thu nhập từ lãi và cổ tức,lãi/lỗ từ thanh lý tài sản cố định,tăng/giảm khoản phải thu (dự phòng),tăng/giảm khoản phải trả (dự phòng),cổ tức đã nhận
PAN,2021,3,,132526465801,,,-304068212094,100197182714,-206605654657,0,-921959452983,-716832825654,3176968225005,0,2460135399351,411732281986,6567724722,0,0,-191858840550,74376352210,-917017907061,907715557062,0,1592265942311,-2322366554744,0,77938053979,-15966141130,-4245634240,-52714818869,53138653851,-401432185508,154432599602,576225198179,47105441187,-69549558911,-27763355364,0,0,,,,,
PAN,2021,2,,215527893682,,,-160462001265,54343631253,64695027713,150258208741,202807931995,479759466843,2676966884678,159147457,3156885498978,212256507135,-5626615463,-47499612840,0,-49943499,100685458296,190527856223,33411769805,0,2280918585476,-2228318918723,0,115359247366,-1905113937,-681345169,-58020759880,60090407006,258050322286,-798651255045,-90283127285,-7540307562,-54687264833,-3362335014,0,-56797419094,,,,,
PAN,2021,1,,139159809938,,,-83166329309,69531808110,49817180983,0,648291498697,651210096693,2025756787985,0,2676966884678,-46898582987,6281818182,0,0,-148058117426,93331964524,-205557972223,262727856223,0,3034605511295,-2238255895172,0,56596182999,-6763760392,3509098385,-61267355668,53753680090,-138774531071,-127576304840,26461916489,-3994255358,-66889227023,-26080991122,0,0,,,,,
PAN,2020,4,,291872245205,,,-461448803,85875495215,-644780293070,0,-1926088782752,-1089217149685,3134014322901,-5440856439,2039356316777,1481651926137,-117385311238,-108538698506,0,-31725582975,98848215903,-344747977683,-159522352055,-640000000,3011236467906,-4904959667683,0,185402049960,4902865141,5186360184,-62301303915,59834057932,663264359430,501758482327,-728751712310,-11598515523,-1291800323,-23545852185,-167850000,40271407516,,,,,
PAN,2020,3,,132426179265,,,-12419108360,47571746278,62545265602,0,27941704295,253381797851,2874251160606,6381364444,3134014322901,162894827954,6892627684,0,0,-18209447674,105473133067,0,20500000000,-1150000000,2315057580545,-2267756428576,0,102814633993,-12932420804,-3797257194,-136000185433,76868275636,-842137516865,-105382949351,1167744196293,-84708456193,-93925404690,-9534824920,167850000,-1754245585,,,,,
PAN,2020,2,,209535122848,,,-145598443836,41873587198,-97838657107,0,1032641209101,-382105226128,3259010422649,-2654035915,2874251160606,-1316907778122,118246799985,1800000000,0,-1190872135,98908763871,-208866255000,94705654546,-165348836328,3846197747615,-2647016830051,0,71976652344,8479336073,658521980,-46990062403,76501910983,-115553865455,-344860641682,-333911386851,84198286740,-40054274000,-4479167053,0,-21781852669,,,,,
PAN,2020,1,,95696321418,,,-43095907861,32898087084,-13436366323,0,1342077921598,1062813167779,2194483726960,1713527910,3259010422649,-265828387496,7929000,-1800000000,0,-34232000441,86083218017,-88500000000,87053525454,0,2098617183666,-722307261627,0,33747391125,847145578,448512518,-83983196339,58553250519,158422795783,-103876131396,-194979842769,-91875732237,-65277709419,-47202779614,0,-16735309262,,,,,
PAN,2019,4,,262269083569,,,-294147144816,47667072058,318755979415,30000000000,-454176735338,626047597219,1598305024355,61556252,2224414177826,761468353142,1461754726,-31502596868,0,-9167565096,70314529328,963839038092,-368562143777,-100000000,1726649265354,-2201558435596,0,176623033007,23605658324,451778948,-56728592415,48002676377,4821149595,328357519060,235761399695,-9224262911,-25257688286,-24337195496,2681272223,-13602924307,,,,,
PAN,2019,3,,174945129934,,,-314633626053,29008862620,-735171113502,0,199508398251,-97009451763,1695892133334,-577657216,1598305024355,438653263488,4375372786,-37153823538,0,-34674832680,81499481077,-920963829317,504195930000,0,1097952772879,-863769541948,0,129621812807,1761296896,-638482055,-78624128060,41325149269,163977759011,-75628681215,242506159968,1576877224,-55283957526,-9650419576,0,-3789604332,,,,,
PAN,2019,2,,194666893315,,,-108034073416,60534099780,-678488382057,0,592684051320,-394200691147,2090041235492,51588989,1695892133334,-308396360410,104123579,-2045220000,0,-662365600,80589026761,-694004639778,64957327778,-590000000,2356524430466,-1762588013546,0,120430523725,-6697286249,1918730405,-45089846257,43515744930,-224507491999,-165344282266,-45392829022,-15910294419,-19858120917,-10637656432,0,-20712578670,,,,,
PAN,2019,1,,177021556733,,,-47018163453,25265718450,-318693301585,0,-96658241153,-448744336607,2538190912306,594659793,2090041235492,-33392793869,59090909,-423064534491,0,-12259183300,75332978111,-48935413000,175000000000,0,715681921784,-800080979637,0,88362111224,12912461345,81088195,-38016324273,38349242131,1033755587,116258821862,-180110331701,-20809916689,-51269365410,-52809936176,0,-23407378075,,,,,
PAN,2018,4,,262424024346,,,-155227258307,34695679940,-217173920137,25000000000,-310096759245,-137854109365,2682696791297,-1551769626,2543290912306,389416570017,6768385820,-292814235980,56991000000,-3403759800,73212064612,-2071587263051,2203999771441,0,1309970470533,-1641663469978,0,318264712829,2014255984,-3955836466,-168915279106,41804106493,-56333315955,143611162576,155384749165,29733343021,-22588666752,-17345175408,-45490457985,-59979092991,,,,,
PAN,2018,3,,127300216753,,,65740852459,34001845452,148573511278,817400000000,511922485447,1507957729711,1174115097915,623963671,2682696791297,847461732986,1335716483,-87423590450,2259146098,52378800,69517100356,-1916016278167,2048675819403,-670000000,1057195883688,-1362055777041,0,100443003717,-18311816321,1976224336,-58197099839,31872804504,-786988648323,791856732703,699413283004,-5708230643,-23692774148,-9084496038,46749463534,7520736144,,,,,
PAN,2018,2,,182803417442,,,-180671385348,18719689282,-528584578800,0,1440585761750,199211495881,975426558572,-522956538,1174115097915,-712789687069,458534683,-281550803315,0,-36327867800,86400266505,-624358700447,538818086345,-350000000,2309245001903,-831981372353,0,71582852221,40203700870,3846359394,-36741791406,17512029858,691786939721,-1050755287513,-450365866874,-42293130696,-13934112318,-8722586990,-2058252461,-19727093111,,,,,
PAN,2018,1,,133555030694,,,-20624995602,19188152285,233586879972,25080000000,-395750860423,-143706005477,1118786997741,345566308,975426558572,18457974974,232823909,0,0,-15543992900,68321973898,-696524358954,931315258334,0,843273500185,-1248560367708,0,151408956607,-3376568210,1408108291,-98174570405,13967130513,150479286934,84779603228,-303876864449,3799003239,-16516243991,-19542803514,3847721099,-17590472535,,,,,
PAN,2017,4,,152221381904,,,-213585042313,20896910895,-374511188065,-106868287909,-69287046014,112667378393,1005008858255,1110761093,1118786997741,556465612472,914412048,-291490193326,13774865425,-7727600000,45748668544,-779298688711,874276547917,0,451401941749,-406093099854,0,111997466810,14652130081,358116514,-28760911173,8225911128,87708427455,202372501211,197632449615,-616258979,-6173083001,-20499407081,-1155502155,-53386592122,,,,,
PAN,2017,3,,109309027933,,,-111977290702,22265261870,139094561923,8012012500,-381100012893,25188559045,979774647809,45651401,1005008858255,267194010015,443620769,-9847621788,446658000,-15292661350,49442152928,-308676109975,546440043749,0,347536094140,-721355458183,0,312322360576,7425632978,136417322,-265418029813,5400493942,-34465491198,116504666292,66815137134,2588308263,-2987017698,-5300916441,6336068842,15698976935,,,,,
PAN,2017,2,,71971614048,,,-48773455422,14325170810,-60037791999,391988001500,809306366390,311381402493,668263560317,129684999,979774647809,-437887171898,106390910,-743440900,0,5790623500,24096650985,-1164639334639,1139686877242,0,1042509314414,-630981573024,0,51110533956,398204695,1656327429,-14246157469,8956054452,-119038235451,-382102293276,36321597341,-12637709773,-7141726075,-5885819543,-3806849045,-16424004998,,,,,
PAN,2017,1,,60276219479,,,-100852184304,12637257296,67271890638,0,107660659316,110455591404,557790021387,17947526,668263560317,-64476958550,21494360249,0,0,-12039829500,26376329861,-194110000000,328102457397,0,498121721890,-378421233074,0,66562712377,1023631646,-87071088,-37023827493,3424444176,-96424554248,-26797797813,-61976120477,1768174991,-3882276183,-7288749746,3806849045,-3549106724,,,,,
PAN,2016,4,,76627472364,,,33211340966,12590484844,-372047693884,0,30543632361,-292206927626,849754380219,242586101,557790038694,49297133897,54066363,45244499992,-62316124532,0,25960836389,-1041871242478,641039280961,15429000000,-1190503020984,2808630721710,-1603013068365,90743173965,-775166813,2493776950,-46685921430,4890773303,181015275578,107154370404,-192331452185,-99857196145,-4337618810,-6204406991,0,-13696919924,,,,,
PAN,2016,3,,97074684042,,,-56662037234,6552550424,-48965248073,0,-161861464437,-52220337777,901877123522,97594474,849754380219,158606374733,0,-61171885795,62316124532,0,24630289424,-764130000000,764130000000,0,284519401812,-399958157459,-46422708790,69691749469,1260346469,-122092910,-4789293955,6403685545,-221469737100,129580964382,193088660495,-6536908971,-6201127984,-5873695916,0,-22894584609,,,,,
PAN,2016,2,,65503265047,,,-12892528814,12562210915,-53776365932,0,176128669368,60209512170,841799945244,-132333892,901877123522,-62142791266,0,48236569795,-62316124532,0,25056577742,-471307319444,431940826148,-561000000,420875740383,-244186071015,0,63450946606,-18631471841,712520156,-12166315231,7081007615,102662928770,-141205387375,-130840425734,-3943317504,-7840585480,-26730230903,-14115427596,30220868235,,,,,
PAN,2016,1,,58587672771,,,-8456105568,46280608495,164214858125,0,-81191163420,112669860339,729091664588,38420317,841799945244,29646165634,12178354141,-62968172795,177221000000,0,24666046800,-867930000000,867889173852,0,484546878789,-562780820809,-2957221400,162198309528,6778634281,-189222102,-140183108541,5317012805,-4620194134,82664285897,332986691,-1545694642,-4557434940,-8516719603,14115427596,-43418772334,,,,,
PAN,2015,4,,90475410221,,,-23378753335,18420130274,-269708421634,263745781024,-34457945427,14969676200,714876705498,-754717110,729091664588,319136043261,0,-298228968909,43300935411,-24556980038,26346738273,-2878054719039,2868232953964,0,794603748741,-985106747154,-83143748000,81367182292,5957385331,-2614594871,-25827069391,5245768587,1623667954,138507744492,88953553604,-7191055666,-3535984686,-27046849828,39015746943,-22278746161,,,,,
PAN,2015,3,,109987218915,,,-37532651807,63732246682,94407696328,-77272368209,47251038213,-91338978173,806164047728,51635943,714876705498,-232997712714,448246909,-70305145456,0,-81254418361,25438660441,11744958333,126320041667,0,524266593164,-318488768381,0,125402427082,-7029808924,550371451,-38644002406,4269571271,3587671934,-201793990697,-201504636111,-2108880475,-7272460377,-14573769315,244941900787,-155787896948,,,,,
PAN,2015,2,,97431647225,,,-30711478186,-5998994548,-246335608387,-99897204200,-4428379061,-172069735332,978211075276,22707784,806164047728,78694252116,205990909,-247419731176,0,14643332361,19421846304,-518044958333,555633562947,0,316609089271,-235783596493,0,86560626610,3136885088,1644744740,-17596522858,4264067341,-122084080216,-203686090194,205709717118,-6421600114,-4509585734,-6172224137,20765650594,37886923581,,,,,
PAN,2015,1,,57993885488,,,-30583562528,32431733662,-330524532380,849564156500,884872886163,612045157627,343812571993,1032443298,956890172918,57696803844,0,-289210578712,0,-29279403000,9860941558,-272266000000,229103875198,0,284177888503,-219589755840,0,59683710830,-4168279798,-81344036,-8289373334,988230268,35348447619,87024519883,-51258134124,2668322319,-985419060,-7021434313,2150421685,-68223805653,,,,,
PAN,2014,4,,61237015321,,,-17884363755,19201082893,-118800455293,21945000000,98573495135,61941529267,282010163735,-143295572,343808397430,82168489425,140000,-135872075024,1915200000,781520571,13665492411,-1908242083735,1922081644328,0,226115525219,-150268550655,0,67684006295,411992778,1194323217,-23209099055,1490299675,29240412274,-62119708055,90327694036,3058090520,-1594592662,-5696097936,-29235364523,-3048959550,,,,,
PAN,2014,3,,47707032379,,,-14651284636,770290343,-455852095625,0,-14747666411,-240888072608,522898236343,0,282010163735,229711689428,0,-275541529206,-243757715581,-38769458000,13386037762,-174524595860,251852739315,0,149172905724,-125151114135,0,42371097846,-1299502782,0,-7403951843,653351396,230248779516,-168787916241,109684591073,-1115479633,-612951852,-5888982413,34357313242,-15880696643,,,,,
PAN,2014,2,,32346063777,,,-608826680,10169229777,-268763521848,0,-73857934730,-343120368670,865814503125,204101888,522898236343,-498912092,-39170666,-322552113358,-41378640921,-27869015000,3283637924,-505356981235,591002981235,0,282719328144,-328708247874,0,45020306274,4728727393,64136624,-21925071023,1174326585,4866998497,-9278792710,-14324930651,-2298527110,-1035244920,-5197015125,416882880,-5994346730,,,,,
PAN,2014,1,,21431318373,,,-1931666968,6718115223,189341657098,645389644000,556796057048,694362469083,171452034042,0,865814503125,-51775245063,169170666,-98835118325,283221156502,-7835848500,3484298243,0,0,0,-60709571952,-20048166500,0,24509743929,-3770825710,0,-4042199980,1250301891,-13629275172,-5096598871,-44873612250,277050436,-1282595891,-8601531688,0,0,,,,,
PAN,2013,4,,1211888270,,,-10031774787,-7745240846,44964234950,0,113191416536,101287416771,70123448271,0,171410865042,-56868234715,0,62741250583,0,0,830717502,0,0,0,127279060261,-14087643725,0,37548105448,-38418965168,-1357576942,1722815009,886792421,-25952950404,-6090746135,-19037992702,699015447,-886792421,-8267950366,1457293596,0,,,,,
PAN,2013,3,,56221992368,,,-9811379703,8966270368,-52845621173,0,180000000,-67064602493,137188050764,0,70123448271,-14398981320,0,-104017138685,29336011025,180000000,265255824,57016626847,-34336011025,0,0,0,0,27196551800,25491245915,1042140728,607343616,1619454485,-5849239389,-7592367634,-35337426765,2503480411,-1640201101,-2431670267,0,-20273548943,,,,,
PAN,2013,2,,6084863298,,,-198971738,3403407153,-204091620434,20400000000,89707243725,-85297698825,222447736513,38013076,137188050764,29086677884,0,-189615440027,5000000000,-180000000,6105144465,-57016626847,34336011025,0,92843600000,-23356356275,0,16145436161,-13299903596,137636893,-3186648097,183197472,11606125926,-1921445582,21425446187,331119496,-162450856,-2390870514,-2059896189,-3826213882,,,,,
PAN,2013,1,,8468346033,,,-1452572744,422811773,-1029760971,182320000000,182320000000,172587465989,49860270524,0,222447736513,-8702773040,0,0,0,0,1303904968,0,0,0,0,0,0,11318761526,-70023269,0,-4092891636,8594444,-9453327574,-1301839501,-6117855375,282540557,-8594444,-2631938925,2059896189,0,,,,,
PC1,2025,2,,585935558564,,,-256701471904,31061268106,-325532754939,15560000000,-123053495457,-166862929286,2554364407232,4950498350,2392451976296,281723321110,73636363,-16545600000,5160807777,-75369440241,217336752757,-361615872281,273034477000,0,1964929345511,-2028173400727,0,192731378021,9708218684,44178368925,-47318756825,169299597002,-287883725665,-478943844830,684066360940,-16442227332,-193170772944,-2678384239,0,-9159643384,,,,,
PC1,2025,1,,577871903453,,,-45705219163,31058667895,-17374966761,0,283883290957,276117881636,2277327707879,918817717,2554364407232,9609557440,0,0,0,-14376602734,217670136746,-607290745014,604562329521,0,1848089885097,-1549829991406,0,163363334646,5649922562,37616650229,-12109867195,165681726465,-275478388124,-181946691657,154494507758,-12737489572,-138865356751,-101168543062,0,-12560384605,,,,,
PC1,2024,4,,703839474658,,,-288479143063,11897824698,-233816204772,44000000000,-508708255043,163326824646,2094636319586,19364563647,2277327707879,905851284461,12923364523,-90243900000,5285093051,-103927233998,228975650783,166484509589,-51683953570,0,1653163340519,-2101679930096,-264431468,171339479737,71195298665,95906959228,-27173085102,163595171347,296232550971,-133457616789,235636299363,5716635351,-180805812569,-5982749988,0,-15327496536,,,,,
PC1,2024,3,,592615033135,,,-38100500820,16631857632,262725825497,0,-131561629046,102022412007,1998689467494,-6075559915,2094636319586,-29141784444,379336400,0,60000000,-18254979997,231996360057,-321525341000,605280473285,0,1731369578388,-1844147364501,-528862936,289525482233,-2550288774,-88234204097,-5991524269,167869207985,101522234212,98848353976,-680008123204,12926276590,-141940823523,-4090841029,0,-9013894601,,,,,
PC1,2024,2,,630149733488,,,-57807519553,38489231478,-293684618199,0,382756282144,444623603142,1563353490025,-9287625673,1998689467494,355551939197,0,0,11940000000,-70800693242,206804405170,-654015806331,367709476207,0,2501440402292,-2047618995438,-264431468,220818740846,4327463371,50960151627,-40661050072,187900022546,-381162913407,-425114676965,788817921336,-13666155241,-210694484823,-28642328220,0,-4135156971,,,,,
PC1,2024,1,,547539971109,,,-62104893865,31265629064,-381328077053,200000000,-10866088351,-534507256183,2082217682721,15643063487,1563353490025,-142313090779,18505432145,0,0,-9604164109,209836666191,-785555921230,416561676833,0,1832317742023,-1833383019063,-396647202,157326927997,-408466119,76860810840,-77918323759,181842355959,-283135406920,-169214121600,-22269721249,-74891788,-164612675437,-37825866650,0,-12720378244,,,,,
PC1,2023,4,,393107180476,,,-219679196983,-21355032969,293563421604,160000000,286099536843,1053142387329,1020979457766,8095837626,2082217682721,473479428882,140369908368,0,20326020000,-51844328832,214423976502,197771723188,176130000000,0,2069436517574,-1731248894697,-403757202,31663196372,13175820196,-13852134831,-61530364780,209226687017,201460980151,-56733888335,186749870151,-1384112211,-237453348474,-10357852509,0,-1909400367,,,,,
PC1,2023,3,,635344312803,,,-76125642434,27033675918,-128379235217,0,-283673137575,21792886802,993780509779,5406061185,1020979457766,433845259594,26479171298,0,0,-21246112459,206142679913,-283499670947,177733230948,0,1216162453708,-1478110615888,-478862936,140190879162,9898323251,95603221408,-31878028132,215387237201,-245700981380,143573480531,72007325317,17412002990,-179368418484,-1766623986,0,-7655838197,,,,,
PC1,2023,2,,376979334432,,,77959528,38406124453,16509205114,3053643532,-836752063485,-676775537837,1669779886362,776161254,993780509779,143467320534,512543180,-68400000000,8146356468,-36430868443,182476248609,-639186563150,676952784635,0,1188150983727,-1991211390833,-314431468,-263643499,-3488738812,17029384644,-39047479573,220273563063,313291058937,-99334701812,-159070332522,-14385345048,-253236642483,-12307080170,0,-8468970800,,,,,
PC1,2023,1,,379000585574,,,-196525211318,54718646640,-254003618407,0,-657456695869,-910866695950,2581357801353,-711219041,1669779886362,593618326,849052310,0,0,-14709517569,168472201956,-322187290436,209141184397,0,1318700528256,-1961066801704,-380904852,84389272638,-10657818689,-10925491143,-55765647569,203488068381,232552151770,-25247856294,-311111612799,10413407644,-190702197260,-78292952434,0,-16017907875,,,,,
PC1,2022,4,,576966439307,,,-280132533837,27356614487,-939193353467,0,587689621505,-400023984324,3349116893795,-11904002243,2937188907228,-48520252362,1812820317,-643035543694,0,-12552784001,162160886965,-188374918724,143180207984,0,2360820073208,-1760577667702,0,294450760292,-7951778462,-48542998162,-26613043019,203462611693,119181118320,102993893719,-588889708188,-3242967112,-186915652361,-56255286127,0,-12358089920,,,,,
PC1,2022,3,,440344177808,,,-288037232483,19524215259,-443176218717,48674937200,710238012603,728108959369,2615317116457,5690817969,3349116893795,461047165483,0,0,0,-26073785000,152571182783,-164984633626,-9678567867,0,1985134915385,-1297498054982,0,47311754072,-3482718062,101062975101,-18421941256,161302925170,-590239406287,-44740892974,839258488704,-17045916779,-158517151378,-2095158021,0,-5916975590,,,,,
PC1,2022,2,,419710980489,,,-456430047110,9075570370,-696540793776,48760406800,604276474040,374294343421,2237410420646,3612352390,2615317116457,466558663157,671182239,-200000000000,0,-1392673467,156090906428,-207864588686,158007089411,0,2425891484949,-1868982744242,0,72074331913,-3042141914,71677241776,-15273060985,138183703270,429425900513,-188463784594,-55221210396,3864807051,-133173182178,-5937070548,0,-3647777180,,,,,
PC1,2022,1,,435193431197,,,-483392844871,15465685003,-1167063407921,0,971999483920,-54320582574,2291977758704,-246755484,2237410420646,140743341427,503000000,-700000000000,0,0,156159168877,-15527154962,15887906909,0,2330371429810,-1358371945890,0,183913033715,-940626755,6350401494,-21832319639,111543773506,90852932852,137909701198,-358480264936,-28423069686,-102635301392,-18002917381,0,-15671170425,,,,,
PC1,2021,4,,429278250052,,,-559745102460,18290874141,-811728105153,57345410000,1306393939026,509136208204,1782832964955,0,2291969173159,14470374331,277272727,-210000000000,0,-1204500000,122168756241,134600000668,-195151150229,0,3595164149063,-2344911120037,0,200351530278,25313882192,19864721659,-31249818643,92829178325,552400078202,172129804649,-940533168980,-54805563258,-89147240663,-37878338438,0,-16973447233,,,,,
PC1,2021,3,,341202692071,,,-1366937548932,8872293338,-1448685031425,57173000000,1370270097692,885783820679,897049144276,0,1782832964955,964198754412,3312107017,-191060732154,0,-23815014577,103140861849,-83877908694,181006758000,0,6082781369017,-4745869256748,0,187422830720,6001117123,-7505031457,-30353391940,82496305776,168484845767,188025441296,359724513385,3089168067,-86630583556,-6755672407,0,-2941650211,,,,,
PC1,2021,2,,248290849275,,,-392422165190,10649972836,-717889626182,-13851282,1751083789454,-435974160453,1331632504751,1390799978,897049144276,-1469168323725,1672727272,-224076656100,0,0,78031944143,-254448849771,140735344771,0,4187573289199,-2436475648463,0,405142672987,3968228687,-4137374312,-312229364805,77514742575,-971350799674,-283350222973,-384514476950,-2302834713,-72148793833,-2188784587,0,-1603260270,,,,,
PC1,2021,1,,194746135974,,,-1757670188824,7535205892,-2056781012932,307787691282,1248868457751,-142743081161,1475766385890,-1390799978,1331632504751,665169474020,505000000,-300000000000,0,0,58953555151,-10306758000,3155728000,0,1703475648294,-762394881825,0,97183210106,2214391172,1390799978,-23495713844,58499893411,247863267182,-247318652124,629599635967,-4645104070,-59014924856,-90491371553,0,-5569512500,,,,,
PC1,2020,4,,320576181760,,,-293222581034,8431392957,-246123830378,1800000000,44784910980,449602212944,1028099151518,-1934294435,1475767070027,650941132342,425946419,0,0,-8304106804,93917147371,-54585344771,92826756051,0,1895574231887,-1844285214103,0,175155303061,8663341164,1934294435,-21842697382,62748793112,-307171200438,320603704507,405854603425,-3461538264,-64191475289,-19534209867,0,-1734933492,,,,,
PC1,2020,3,,330532762007,,,-180697086250,14237160536,-115812740407,210953880000,206547141921,-85482592464,1113581743982,0,1028099151518,-176216993978,289685687,-942500380,0,0,82669424785,-1200000000,52500000000,0,1111177409634,-1115584147713,0,190859151998,4217245218,0,-8996141660,61783081666,-796003622087,56237646660,328895133538,2313839032,-73635479995,-9223651560,0,-15333621573,,,,,
PC1,2020,2,,277531572683,,,-218702274313,9782408587,166497813942,206869180000,402923554223,623122375547,490459368435,0,1113581743982,53701007382,1818452556,0,375104955112,-665814271,57342621072,-4305728000,2800000000,0,935009591262,-738289402768,0,164390933013,1347138011,0,-12571052419,67021933006,-147882006464,-33328776352,27623399362,-1274169815,-63462470047,-3836131531,0,-1670410454,,,,,
PC1,2020,1,,196914780334,,,-245019606277,8994584821,-665550156325,17458000000,478746012948,-77193088061,567652456496,0,490459368435,109611055316,27272727,-460625651545,0,-6082905357,44795431211,-59426756051,90500000000,0,987699014109,-520328095804,0,111993665602,-463515917,0,-10603780338,51192979776,-175439949376,344311165344,-173496595828,910672176,-44421677891,-31629856113,0,-7537483330,,,,,
PC1,2019,4,,161768979559,,,-271223686096,9318140777,-291564818047,22241000000,-371021797418,-97373188074,665020360605,-158946,567647013585,565213427391,60727272,0,0,-285480000,44637010104,-28850000000,-870000000,0,897229288386,-1290206605804,0,72302718076,-3128449274,158946,625514434,47332027273,-48229947598,178272158120,344133611968,368391232,-56813313889,-13040305002,0,-1246146999,,,,,
PC1,2019,3,,172609243496,,,-90300989465,9884754518,-313944943996,24490000000,470278479174,141427892106,523592468499,0,665020360605,-14905643072,72727272,-195171436321,0,-9285696000,40534629290,-43350000000,4920000000,0,1034656205467,-579582030293,0,92011818602,0,0,-7508312242,47571107846,191440272462,-111634306513,-216433158609,1983466191,-49534183839,-604535309,0,-2732440951,,,,,
PC1,2019,2,,252577524312,,,-241002527839,7968177161,-235224350678,37000000000,757613660904,144723544244,378868924255,0,523592468499,-377665765982,210000000,0,0,-1269326622,40144829178,-2500000000,100000000,0,1537217866308,-815334878782,0,165015119404,-2859676977,0,7959055775,42318196932,-277244045913,-348559349265,48790707131,-246433972,-30784895506,-18059189767,0,-4140083002,,,,,
PC1,2019,1,,169197956345,,,-100762805668,7339775841,-114310029827,7120000000,299427486910,-322411249100,701280173355,0,378868924255,-507528706183,153000000,-840000000,0,-768861555,39750385489,-61500000000,41300000000,0,771896142976,-478819794511,0,101897668569,-1231105039,0,-4131672273,32912679599,-276632234811,-391221129179,79325279309,-1168235508,-33128845814,-45744938777,0,-8156557748,,,,,
PC1,2018,4,,140639388824,,,-159067526381,6113213033,-193179689530,0,-70240496177,177023616393,524232425478,24131484,701280173355,440443802100,774623818,0,0,0,39722080701,-41000000000,0,0,443604422716,-513844918893,0,82145456937,-16305171797,-24131484,-10011931433,45113085900,-8767564044,118313547189,252769331713,2279610396,-49777314590,-14717231292,0,-295966096,,,,,
PC1,2018,3,,213568795538,,,-164644937578,8617552461,-243323859878,11710000000,-208339163067,-290281919473,814514344951,0,524232425478,161381103472,619954557,-40116429318,0,-9570446824,37129034759,0,-47800000000,0,529998836576,-740477552819,0,156678574544,-8991243939,0,-6608907573,35361337747,9374313658,269707409618,-287274101179,2634607332,-40186971803,-6450809240,0,7859548,,,,,
PC1,2018,2,,313701181911,,,-104165753072,7562410187,2369281688,5000000000,205122149245,385961730153,428551844787,770011,814514344951,178470299220,172624573,0,0,0,38589853001,-1200000000,100000000000,-19000000,431972737885,-231831588640,0,267254704172,-21908948177,-770011,-7858229063,37624571989,-200354875403,193055083287,-83883884696,-32033540,-31801819202,-10999446858,0,-1213906279,,,,,
PC1,2018,1,,121708645120,,,-103584021746,3521217494,-100968667889,0,229217175204,-138892070347,567443915134,0,428551844787,-267140577662,2346136363,-3252000000,0,0,38772457748,0,0,19000000,406145585477,-176947410273,0,73390958720,-15252443315,0,-4846096799,29643768766,-45710605764,-254894994349,-23835610399,1806699460,-27570618528,-33807681980,0,-4836411222,,,,,
PC1,2017,4,,99214130479,,,-184445272748,2560710635,-261511332239,181280933468,-168976201847,82112852315,485320121038,9066781,567442040134,512600386401,520199374,-3252000000,1160030500,0,35762808333,-81055000000,3000000000,0,343908881170,-694166016485,0,72803969658,-30661185662,-9066781,-8837386869,30154991800,390629597465,-246992190935,316665036690,-14370498294,-24840475142,-7746181016,0,40967154,,,,,
PC1,2017,3,,101005785934,,,-138837740411,2286519950,-138638238174,337039660000,564078213399,339931428530,145388692508,0,485320121038,-85508546695,12982287,0,0,0,25388363159,-2100000000,0,0,727841422843,-500802869444,0,73757538226,-22939667786,0,983009919,23816542416,-53414063096,-41226878170,-63639246105,2252616595,-24015180725,-3268850570,0,-3202730558,,,,,
PC1,2017,2,,135289000707,,,-134930054686,2909251543,-155966523037,0,377521320669,-99180239655,244544632425,24299738,145388692508,-320735037287,2775296,-2710000000,261504810,0,38162358094,-22750000000,1250000000,-12189,612134045808,-234612712950,0,84784807102,-15676588414,-24299738,3260440740,24782282923,-375566300575,-111695693881,55042789018,670437765,-21562191717,-3916917362,0,1003838758,,,,,
PC1,2017,1,,95700312213,,,-361645211528,1720715471,-338674496057,300000000,450931444062,-174065104488,418609736913,0,244544632425,-286322052493,0,0,0,0,15979329862,21250000000,0,-286980198,515962429023,-65044004763,0,72474564299,-7598579563,0,-1970228993,16815226608,-73616502225,-152719743505,-72262588802,-12807503181,-16854885292,-47852383667,0,-5908758034,,,,,
